Root.organism.name,text
EXOPHIALA,"Exophiala is a genus of anamorphic fungi in the family Herpotrichiellaceae. The widespread genus contains 28 species.[3] The genus was formally described by J.W. Carmichael in 1966.[4]
Exophiala has been implicated in causing 'Saxophone Lung' or hypersensitivity pneumonitis, a disease that can be contracted by woodwind instrumentalists (saxophonists, clarinettists, oboists etc.). A case study presented at the annual meeting of the American College of Allergy, Asthma and Immunology highlighted that it is possible to develop this allergic pulmonary disease through improper cleaning of instruments.[5][6]
Exophiala werneckii is the organism responsible for tinea nigra.
Some sources equate Hortaea werneckii, Cladosporium werneckii, Exophiala werneckii, and Phaeoannellomyces werneckii.[7]
Exophiala jeanselmei causes maduromycosis.[8] This is usually an asymtomatic disease which presents with black or brown macular lesions which enlarge by peripheral extension. The lesion is darkest at the periphery and has very distinct margins. Lab diagnosis- using a KOH mount. Typically seen is brown septate branching hyphae or dark brown budding cells. Treatment is topical antifungal: miconazole or econazole."
FACKLAMIA,No entry
FASCIOLA,Fasciola is a genus of trematodes which includes economically important parasite species. Members of genus Fasciola belongs to liver flukes. They cause the disease fasciolosis.
FILARIA,"The Filarioidea are a superfamily of nematodes (roundworms).[1][2] The members of this superfamily are known as filarial worms. Infections with parasitic filarial worms cause filariasis. Drugs against these worms are known as filaricides.
It consists of seven families: Aproctidae, Creagrocercidae, Drilonematidae, Filariidae, Homungellidae, Mesidionematidae, Scolecophilidae, Setariidae (which has a single genus Setaria), and Ungellidae.[3]"
FLAVIVIRUSES,"Flavivirus is a genus of viruses in the family Flaviviridae. This genus includes the West Nile virus, dengue virus, tick-borne encephalitis virus, yellow fever virus, and several other viruses which may cause encephalitis.[2]
Flaviviruses are named from the yellow fever virus, the type virus for the family; the word ""flavus"" means ""yellow"" in Latin. The name ""yellow fever"" originated from its propensity to cause yellow jaundice in victims.[3]
Flaviviruses share several common aspects: common size (40-65 nm), symmetry (enveloped, icosahedral nucleocapsid), nucleic acid (positive-sense, single-stranded RNA of approximately 10,000-11,000 bases), and appearance in the electron microscope.
Most of these viruses are transmitted by the bite from an infected arthropod (mosquito or tick) and hence, classified as arboviruses. Human infections with these viruses are typically incidental, as humans are unable to replicate the virus to high enough titers to reinfect arthropods needed to continue the virus life cycle - man is a dead end host. The exceptions to this are yellow fever and dengue viruses, which still require mosquito vectors, but are well-enough adapted to humans as to not necessarily depend upon animal hosts (although both continue to have important animal transmission routes as well).
Other virus transmission routes for arboviruses include handling infected animal carcasses, blood transfusion, child birth and through consumption of unpasteurised milk products. The transmission from animals to humans without an intermediate vector arthropod is thought to be unlikely. For example, early tests with yellow fever showed that the disease is not contagious.
The known non-arboviruses of the flavivirus family either reproduce in arthropods or vertebrates, but not both."
FLAVOBACTERIUM,"Flaviobacterium is a genus of Gram-negative, non-motile and motile, rod-shaped bacteria that consists of 130 recognized species (http://www.bacterio.net/flavobacterium.html),[1] as well as three newly proposed species (F. gondwanense,[2] F. salegens,[2] and F. scophthalmum[3]). Flavobacteria are found in soil and fresh water in a variety of environments. Several species are known to cause disease in freshwater fish.[4]
Flaviobacterium psychrophilum causes the bacterial cold water disease (BCWD) on salmonids and the rainbow trout fry disease (RTFS) on rainbow trouts. Flaviobacterium columnare causes the cotton-wool disease on freshwater fishes. Flaviobacterium branchiophilum causes the bacterial gill disease (BGD) on trouts."
FLAVONIFRACTOR,No entry
FLEA,"Fleas are insects that form the order Siphonaptera. They are wingless, with mouthparts adapted for piercing skin and sucking blood. Fleas are external parasites, living by hematophagy off the blood of mammals and birds.
Flea species include:
Cat flea (Ctenocephalides felis),
Dog flea (Ctenocephalides canis),
Human flea (Pulex irritans),
Moorhen flea (Dasypsyllus gallinulae),
Northern rat flea (Nosopsyllus fasciatus),
Oriental rat flea (Xenopsylla cheopis).
Over 2,000 species have been described worldwide.[2]"
FRANCISELLA,"Francisella is a genus of pathogenic, Gram-negative bacteria. They are small coccobacillary or rod-shaped, nonmotile organisms, which are also facultative intracellular parasites of macrophages.[1] Strict aerobes, Francisella colonies bear a morphological resemblance to those of the genus Brucella.[2]
The genus was named in honor of American bacteriologist Edward Francis, who, in 1922, first recognized F. tularensis (then named Bacterium tularensis) as the causative agent of tularemia.[3]"
FUSARIUM,"Fusarium is a large genus of filamentous fungi, part of a group often referred to as hyphomycetes, widely distributed in soil and associated with plants. Most species are harmless saprobes, and are relatively abundant members of the soil microbial community. Some species produce mycotoxins in cereal crops that can affect human and animal health if they enter the food chain. The main toxins produced by these Fusarium species are fumonisins and trichothecenes.
The name of Fusarium comes from Latin fusus, meaning a spindle."
FUSOBACTERIUM,"Fusobacterium is a genus of anaerobic, Gram-negative bacteria, similar to Bacteroides. Individual cells are rod-shaped bacilli with pointed ends.[1] Strains of Fusobacterium cause several human diseases, including periodontal diseases, Lemierre's syndrome, and topical skin ulcers.
Although older sources state that Fusobacterium is part of the normal flora of the human oropharynx, the current consensus is that Fusobacterium should always be treated as a pathogen.[2] F. prausnitzii, a gut commensal associated with healthy patients, was moved out of Fusobacterium into its own genus, Faecalibacterium, in 2002."
GARDNERELLA,"Gardnerella is a genus of Gram-variable-staining facultative anaerobic bacteria of which G. vaginalis is the only species. The organisms are small (1-1.5 micrometer diameter) non-spore forming, non-motile coccobacilli.
Once classified as Haemophilus vaginalis and afterwards as Corynebacterium vaginalis, Gardnerella vaginalis grows as small, circular, convex, gray colonies on chocolate agar; it also grows on HBT agar. A selective medium for G. vaginalis is colistin-oxolinic acid blood agar."
GEMELLA,"Gemella is a genus of Gram-positive bacteria that thrive best at high partial pressure of CO2. A Gemella species was first described as Neisseria hemolysans in 1938.[2] It was reclassified as a new genus in 1960 when strains were found to be distinct enough from Neisseria to require a new genus.[3] The name was suggested based on the organism being a diplococcus and gemellus is the diminutive of geminus,[4] which is latin for twin. They are facultatively anaerobic and give negative reactions to both oxidase and catalase tests. They are obligately fermentative, producing either a mixture of acetic and lactic acids or an equimolar molar mixture of acetic acid and CO2. For example, G. haemolysans ferments glucose forming a mixture of acetic and lactic acids in the absence of oxygen, whereas when oxygen is present, it forms acetic acid and CO2."
GEOTRICHUM,"Geotrichum is a genus of fungi found worldwide in soil, water, air, and sewage, as well as in plants, cereals, and dairy products; it is also commonly found in normal human flora and is isolated from sputum and feces. It was first described in 1809 by Johann Heinrich Friedrich Link.[1]
The genus Geotrichum includes several species. The most clinical relevant is Saprochaeta capitata, formerly known as Geotrichum capitatum, with most cases occurring in Europe.[2][3]
Saprochaete clavata, formerly known as Geotrichum clavatum, is an uncommon infection that has been associated with sporadic outbreaks.[4] Geotrichum candidum is closely related to Saprochaeta sp., rarely isolated but may cause invasive and disseminated disease with high mortality Yeast-like and mold-like strains have been identified.[5]
The most important risk factor for invasive fungal infection related to Geotrichum is severe immunosuppression, especially in hematological malignancies as acute leukemia, associated with profound and prolonged neutropenia.[2][6]
Fungemia is very common, often with deep organ involvement (lung, liver, spleen, and central nervous system) and also skin and mucous membranes lesions.[7] There is no optimal treatment for Geotrichum infections but based on existing data guidelines recommend amphotericin B with or without co administered flucytosine or with voriconazole showing good in vitro susceptibility.
Mortality associated with Geotrichum-related infections is high, ranging from 57% to 80%.[8]
Increasing the knowledge on Geotrichum related invasive fungal infections may improve early diagnosis and adequate treatment of these severe infections."
